M,N,K,in_dtype,out_dtype,bias,scale_A_type,scale_B_type,B_preshuffled,cu_num,best_solution_idx,best_time_ms,err_ratio,tflops,bw_gb_s
184,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144489,0.0224,0,16.358,122.04
184,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269318,0.024,0,144.657,459.8
184,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140917,0.0224,0,5.453,53.3
200,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144381,0.0225,0,94.19,573.15
200,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144548,0.0229,0,5.791,54.09
200,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144637,0.0229,0,9.176,119.8
200,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271142,0.0231,0,145.318,451.99
200,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271230,0.0234,0,161.314,477.68
200,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144511,0.0222,0,84.855,518.65
200,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144198,0.0234,0,17.008,119.49
216,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144460,0.0224,0,19.225,127.95
216,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144636,0.0214,0,95.317,547.3
216,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,266699,0.0241,0,150.333,439.75
216,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271301,0.0233,0,174.848,485.37
232,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269340,0.0233,0,166.733,461.1
216,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144503,0.022,0,10.285,130.47
216,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143869,0.0223,0,102.868,587.86
216,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144375,0.0223,0,6.438,57.75
232,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144194,0.022,0,99.616,540.17
232,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144505,0.0222,0,111.177,599.84
232,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144458,0.0222,0,20.774,131.62
232,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144361,0.0215,0,7.164,61.97
232,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143869,0.0226,0,10.787,133.41
248,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143866,0.0224,0,11.602,140.26
232,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269338,0.023,0,190.533,498.5
248,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143866,0.0214,0,23.052,139.64
248,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271227,0.0231,0,179.929,472.58
248,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145125,0.0229,0,114.756,587.25
248,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144254,0.0219,0,107.062,550.78
248,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145087,0.0221,0,7.453,62.4
264,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270333,0.0228,0,194.623,487.39
248,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270479,0.0235,0,199.245,493.59
264,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144481,0.0223,0,23.587,137.12
264,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270484,0.0234,0,212.917,501.44
264,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143876,0.0226,0,110.173,539.86
264,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141202,0.022,0,12.592,149.14
272,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141147,0.0227,0,113.241,542.27
272,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269732,0.0239,0,191.15,468.05
264,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143867,0.0226,0,123.934,603.93
272,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144394,0.0213,0,13.392,157.13
264,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144385,0.0222,0,7.874,64.0
272,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144382,0.0221,0,24.482,139.59
272,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271216,0.0229,0,223.852,514.72
272,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141071,0.0233,0,123.968,590.28
280,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144279,0.0219,0,13.429,156.16
280,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144477,0.023,0,129.485,602.94
272,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144503,0.0231,0,7.806,62.58
280,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271270,0.0225,0,234.408,526.68
280,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144538,0.0223,0,118.318,554.16
280,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271151,0.0233,0,201.783,483.49
280,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144357,0.023,0,8.083,63.95
280,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143867,0.0227,0,24.518,137.22
296,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141116,0.0216,0,129.084,579.66
296,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143856,0.0228,0,25.805,139.45
296,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270480,0.0232,0,240.869,517.95
296,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270347,0.0237,0,209.954,482.8
304,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270393,0.0236,0,216.526,488.29
304,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141102,0.0226,0,126.687,557.63
296,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143865,0.0226,0,139.339,621.93
296,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144549,0.022,0,14.079,161.0
296,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143866,0.0223,0,8.824,68.11
304,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143867,0.0219,0,147.17,643.8
304,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144635,0.0222,0,27.209,144.61
304,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144308,0.0218,0,9.261,70.66
304,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141064,0.0224,0,14.24,161.57
304,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270492,0.0235,0,244.028,513.9
312,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143867,0.0218,0,28.482,148.98
312,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141209,0.0226,0,14.457,162.81
312,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144514,0.0227,0,145.784,625.44
312,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271092,0.0234,0,224.053,495.81
312,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144192,0.022,0,9.429,71.15
312,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141131,0.0221,0,133.238,575.23
328,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270396,0.0231,0,238.281,508.67
312,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269831,0.0243,0,242.737,500.94
328,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141130,0.0223,0,29.268,148.51
328,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269333,0.0235,0,263.271,522.74
328,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143919,0.0226,0,137.028,570.17
336,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144833,0.0227,0,139.553,570.55
336,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270023,0.0242,0,232.806,488.53
328,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143866,0.0217,0,15.814,175.62
328,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143865,0.0226,0,154.416,638.33
328,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,139815,0.0224,0,9.71,71.75
336,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144432,0.0218,0,16.197,178.7
336,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143868,0.0222,0,30.073,150.42
336,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271213,0.0231,0,274.962,535.97
336,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145135,0.023,0,154.962,629.34
344,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143866,0.0232,0,157.46,628.59
344,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144252,0.0227,0,15.923,174.57
336,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,139864,0.0226,0,9.867,72.19
344,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269340,0.0232,0,280.098,536.29
344,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144981,0.0223,0,145.833,586.13
344,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271224,0.0232,0,248.804,513.49
344,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144499,0.0228,0,10.016,72.59
344,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,139861,0.0225,0,30.496,150.42
360,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140642,0.0219,0,154.873,602.45
360,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143865,0.0225,0,31.905,153.25
360,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270480,0.0226,0,300.128,555.25
360,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271207,0.0236,0,255.544,510.89
368,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270318,0.0232,0,265.772,523.32
368,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141117,0.0224,0,155.267,594.61
360,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141225,0.0231,0,165.771,640.35
360,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144375,0.0218,0,17.281,187.23
360,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143866,0.0219,0,10.899,77.58
368,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141224,0.0227,0,171.738,653.03
368,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144558,0.0222,0,32.955,156.3
368,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144278,0.0218,0,11.178,78.89
368,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271228,0.0229,0,303.947,553.14
368,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141205,0.0221,0,17.455,188.06
376,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143918,0.0219,0,34.161,160.05
376,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144552,0.0226,0,17.447,186.97
376,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143866,0.0222,0,179.533,672.29
376,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269339,0.0233,0,270.826,525.44
376,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145086,0.022,0,11.34,79.38
376,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143876,0.0221,0,160.831,606.62
392,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269367,0.0232,0,283.668,534.96
376,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,266689,0.0241,0,294.523,527.47
392,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144300,0.022,0,35.485,162.4
392,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269331,0.0238,0,311.51,540.99
392,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143901,0.0226,0,163.62,599.37
400,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269958,0.0231,0,290.486,540.41
400,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145062,0.0227,0,166.282,600.64
392,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144374,0.0218,0,18.829,199.73
392,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145061,0.0227,0,183.196,666.12
392,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144421,0.0219,0,11.902,82.02
400,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144512,0.0216,0,19.414,204.95
400,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270467,0.0236,0,320.081,547.71
400,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143862,0.0224,0,35.625,161.22
400,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143865,0.0232,0,182.683,654.93
408,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143867,0.0231,0,187.191,661.92
408,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140593,0.0221,0,19.375,203.59
408,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145062,0.0222,0,173.417,617.91
400,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,139862,0.0227,0,11.715,80.14
408,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269340,0.0233,0,330.552,557.52
408,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271136,0.0229,0,298.391,547.8
408,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143970,0.0227,0,11.935,81.05
408,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143862,0.0228,0,35.613,159.42
424,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141113,0.0223,0,179.183,621.89
424,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143865,0.0229,0,36.829,161.45
424,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269880,0.0229,0,349.954,574.06
424,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270802,0.0237,0,299.779,536.48
432,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144290,0.0221,0,184.534,632.4
432,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270716,0.0234,0,309.989,547.99
424,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145116,0.0229,0,196.936,678.16
424,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144252,0.0219,0,20.323,211.67
424,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144450,0.0219,0,12.82,85.88
432,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,142475,0.0237,0,193.545,658.03
432,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143865,0.0224,0,38.427,166.78
432,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144462,0.0219,0,13.103,87.2
432,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270367,0.023,0,353.891,572.8
432,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144547,0.0224,0,20.191,209.41
440,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145135,0.0235,0,199.098,668.53
440,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144541,0.0223,0,20.724,214.06
440,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144241,0.0221,0,39.614,170.27
440,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271197,0.0231,0,319.285,557.7
440,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144474,0.0221,0,13.24,87.56
440,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144320,0.0221,0,188.019,636.43
456,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269825,0.0232,0,330.324,563.81
456,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144530,0.0222,0,40.935,172.68
440,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271223,0.0232,0,358.358,572.48
456,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270309,0.0237,0,363.135,565.64
456,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140685,0.0224,0,192.379,635.85
464,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143920,0.0226,0,193.827,633.31
464,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270671,0.0233,0,333.838,563.5
456,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145117,0.0219,0,21.795,223.39
456,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143868,0.023,0,210.783,690.96
456,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144374,0.0221,0,13.676,89.35
464,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143863,0.0217,0,22.427,229.02
464,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271100,0.0233,0,375.31,577.5
464,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144499,0.0223,0,41.463,173.34
464,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143865,0.0235,0,209.815,679.85
472,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143853,0.0236,0,211.986,679.14
472,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141603,0.0229,0,21.622,220.01
472,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144423,0.0222,0,200.331,647.24
464,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140168,0.0225,0,13.662,88.74
472,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270345,0.0232,0,383.624,583.29
472,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144380,0.0226,0,13.828,89.31
472,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271203,0.0231,0,343.041,572.77
472,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141111,0.0227,0,41.308,171.19
488,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143856,0.0219,0,209.997,663.88
488,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143869,0.0229,0,42.503,173.18
488,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269812,0.0233,0,396.082,588.48
488,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270149,0.0238,0,343.868,562.2
496,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271223,0.0235,0,353.942,572.83
496,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143909,0.022,0,212.643,665.22
488,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144251,0.0231,0,224.692,704.24
488,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144396,0.0218,0,23.498,237.47
488,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145142,0.0221,0,14.625,93.45
496,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144490,0.0239,0,220.689,684.4
496,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143854,0.022,0,44.818,181.13
496,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144420,0.022,0,14.961,95.1
496,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271303,0.0232,0,404.351,594.08
496,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140697,0.0223,0,23.305,234.74
504,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141065,0.0226,0,23.378,234.74
504,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145135,0.0239,0,223.573,686.19
504,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271126,0.0232,0,363.804,582.97
504,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141865,0.0224,0,44.727,179.34
504,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143858,0.0222,0,214.647,664.62
504,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144299,0.0219,0,15.291,96.71
864,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270044,0.0236,0,613.565,729.56
504,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271024,0.0235,0,404.159,587.33
864,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143855,0.0291,0,315.273,706.99
896,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143860,0.0217,0,27.433,149.69
864,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143861,0.0218,0,78.815,250.86
832,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144283,0.0295,0,299.412,684.75
832,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270691,0.0235,0,594.977,720.7
896,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270351,0.024,0,627.407,733.05
864,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145050,0.0221,0,40.937,377.19
928,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144384,0.0217,0,85.051,263.92
896,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144299,0.024,0,352.799,786.13
928,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143868,0.0324,0,304.011,657.47
960,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270412,0.024,0,670.205,758.13
896,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144548,0.0219,0,81.405,255.74
896,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144282,0.0312,0,305.341,672.1
928,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145058,0.0226,0,27.194,147.33
928,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271225,0.0279,0,628.302,628.27
928,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144299,0.0233,0,376.343,824.11
928,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270044,0.024,0,649.271,746.11
928,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144548,0.0226,0,43.145,394.1
960,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141085,0.0218,0,87.83,269.39
960,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143925,0.0243,0,373.257,803.94
992,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144247,0.0237,0,43.902,397.96
992,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271215,0.0242,0,686.366,764.87
960,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143855,0.0317,0,321.163,683.03
960,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271224,0.0259,0,700.824,688.2
960,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144378,0.0219,0,29.113,156.69
992,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144300,0.0241,0,387.972,822.6
992,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145110,0.0334,0,314.952,659.24
