M,N,K,in_dtype,out_dtype,bias,scale_A_type,scale_B_type,B_preshuffled,cu_num,best_solution_idx,best_time_ms,err_ratio,tflops,bw_gb_s
2944,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269974,0.0581,0,956.846,603.76
2880,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144263,0.0222,0,86.086,403.53
2944,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143854,0.0219,0,141.124,1184.92
2880,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270196,0.0577,0,942.841,598.48
2944,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144296,0.0594,0,526.424,750.02
2944,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143973,0.0228,0,256.522,606.71
2944,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269551,0.0528,0,935.379,729.77
3008,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144093,0.0529,0,536.328,774.8
2944,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144551,0.0225,0,86.848,406.44
3008,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270055,0.0571,0,994.977,624.23
2944,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144093,0.053,0,524.341,761.27
3008,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144299,0.0232,0,258.384,609.25
3008,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270089,0.0551,0,915.967,711.32
3072,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144296,0.0608,0,536.127,756.26
3008,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144513,0.0227,0,138.901,1165.25
3072,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145034,0.0545,0,531.546,764.21
3072,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145143,0.022,0,92.788,432.93
3072,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271061,0.0556,0,927.463,717.03
3008,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144294,0.0591,0,540.475,766.13
3008,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145112,0.0225,0,88.902,415.41
3136,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140809,0.023,0,271.325,636.08
3072,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140571,0.0228,0,141.047,1182.28
3072,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270056,0.0564,0,1027.582,641.12
3136,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144295,0.0601,0,554.12,777.95
3072,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144291,0.023,0,265.904,625.14
3136,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,139843,0.0221,0,94.266,439.2
3136,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145061,0.0234,0,140.294,1175.04
3200,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269557,0.0597,0,899.664,689.68
3136,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145137,0.0551,0,537.273,768.88
3136,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270677,0.0613,0,965.185,598.99
3200,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143919,0.022,0,289.673,677.24
3136,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269559,0.0566,0,929.629,715.62
3200,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270900,0.0605,0,997.821,616.06
3200,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144103,0.0559,0,540.378,769.87
3264,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270058,0.0566,0,967.163,738.47
3200,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144319,0.0631,0,538.176,752.14
3264,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141091,0.0223,0,153.236,1281.52
3200,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141150,0.0222,0,95.833,445.89
3264,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144111,0.0561,0,549.158,779.02
3200,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141093,0.023,0,145.901,1221.06
3264,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145108,0.0224,0,289.766,675.69
3264,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145122,0.0675,0,513.656,714.72
3328,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270070,0.0651,0,964.162,589.48
3264,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140615,0.0226,0,95.75,444.92
3328,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141091,0.0222,0,157.171,1313.5
3328,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145096,0.0667,0,529.926,734.24
3264,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270067,0.0657,0,937.72,576.08
3328,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143856,0.0228,0,290.44,675.55
3328,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270097,0.0582,0,959.78,730.0
3328,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145103,0.0226,0,97.593,452.91
3392,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144109,0.0606,0,528.373,743.42
3392,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270065,0.0671,0,954.588,580.92
3392,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143966,0.0233,0,289.816,672.45
3328,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145137,0.0573,0,548.583,774.97
3392,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,-1,0.0599,0,950.073,719.92
3392,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144398,0.0226,0,157.271,1313.44
3456,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144297,0.07,0,524.304,720.61
3456,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144109,0.0588,0,554.606,777.31
3456,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270103,0.0569,0,1018.399,768.92
3456,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145040,0.0217,0,105.493,488.39
3392,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144298,0.0691,0,520.916,718.8
3456,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143867,0.0227,0,159.63,1332.27
3456,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270073,0.0647,0,1008.031,610.7
3392,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144536,0.0224,0,100.556,466.09
3520,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143970,0.0222,0,315.793,729.34
3520,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144300,0.0696,0,536.809,734.98
3520,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141212,0.0234,0,157.581,1314.34
3456,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144340,0.0231,0,298.026,689.88
3520,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144353,0.0217,0,107.536,497.28
3520,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144109,0.062,0,535.771,748.09
3520,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270063,0.0663,0,1001.769,604.27
3584,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270105,0.0617,0,973.984,730.35
3584,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144297,0.022,0,323.58,745.68
3520,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270059,0.0611,0,966.374,727.1
3584,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270068,0.0648,0,1043.171,626.59
3584,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144110,0.0618,0,547.173,761.24
3584,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144299,0.0674,0,564.198,769.62
3648,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141099,0.0224,0,170.469,1420.14
3648,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270103,0.0608,0,1006.397,752.19
3584,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144863,0.022,0,108.145,499.55
3648,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144109,0.0608,0,566.322,785.1
3584,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141223,0.023,0,163.238,1360.7
3648,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144321,0.0223,0,324.988,747.34
3648,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144299,0.0725,0,533.873,725.64
3712,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271083,0.069,0,1015.763,605.25
3648,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144328,0.0231,0,104.661,482.95
3712,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144513,0.0221,0,176.036,1465.69
3712,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145094,0.0724,0,544.216,737.12
3648,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271072,0.0696,0,988.661,591.43
3712,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270237,0.0661,0,941.762,701.66
3712,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143856,0.0235,0,314.669,722.12
3712,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145121,0.0229,0,107.447,495.29
3776,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145071,0.0649,0,549.036,756.04
3776,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143971,0.0232,0,323.543,741.01
3776,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271194,0.0707,0,1008.243,598.46
3712,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144119,0.0656,0,534.338,738.24
3776,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271187,0.0669,0,947.184,703.54
3776,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144249,0.0225,0,175.76,1462.58
3840,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145046,0.0738,0,552.364,743.2
3840,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271189,0.0661,0,974.443,721.63
3840,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144115,0.0671,0,540.252,741.56
3840,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144354,0.0219,0,116.293,535.03
3776,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145046,0.0744,0,538.67,727.15
3840,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143865,0.0232,0,173.255,1440.97
3840,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271267,0.0683,0,1060.459,627.12
3776,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145060,0.0224,0,111.74,514.57
3904,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145100,0.0239,0,324.712,740.87
3904,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143865,0.0229,0,178.512,1483.93
3904,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143926,0.0774,0,535.277,717.92
3840,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143916,0.0231,0,331.312,757.34
3904,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144851,0.0219,0,118.231,543.44
3904,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145026,0.0654,0,563.491,771.05
3904,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271072,0.0739,0,997.264,587.62
3968,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270123,0.0708,0,939.762,692.0
3968,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144293,0.0221,0,357.307,813.76
3968,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269321,0.0699,0,1071.534,629.16
3904,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269573,0.0682,0,960.622,709.35
3968,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144127,0.0668,0,560.352,764.44
3968,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145155,0.0774,0,544.56,728.12
4032,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144277,0.0223,0,189.973,1577.66
3968,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144651,0.0222,0,118.341,543.46
4032,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271144,0.0669,0,1010.885,742.35
4032,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141485,0.0666,0,571.29,777.08
3968,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144386,0.0232,0,179.65,1492.65
4032,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145143,0.0235,0,341.678,776.8
4032,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144304,0.0777,0,550.577,733.97
4096,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270071,0.0716,0,1080.462,630.15
4032,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,139866,0.023,0,116.161,532.98
4096,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145125,0.0219,0,196.328,1629.68
4096,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143926,0.0733,0,592.889,788.07
4096,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145100,0.0238,0,342.921,778.29
4032,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270071,0.0742,0,1024.987,599.78
4096,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271110,0.0703,0,977.234,715.75
4096,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144320,0.0227,0,119.575,548.18
4224,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144297,0.0238,0,353.22,799.06
4224,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144123,0.0696,0,573.108,773.09
4224,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270073,0.0727,0,1096.727,635.58
4096,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144125,0.068,0,568.059,770.48
4224,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143866,0.0223,0,198.448,1645.81
4224,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270237,0.0721,0,983.13,716.43
4352,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271159,0.0724,0,1007.908,730.98
4352,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144235,0.0724,0,567.387,761.42
4352,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143981,0.0822,0,561.81,738.7
4352,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143855,0.0234,0,194.811,1614.28
4352,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144799,0.0218,0,132.513,605.59
4224,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143925,0.0779,0,576.039,761.41
4352,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270083,0.0813,0,1009.742,581.66
4224,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144965,0.0225,0,124.819,571.3
4480,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145142,0.0245,0,363.583,817.58
4480,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144252,0.0231,0,203.111,1681.73
4480,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143981,0.0851,0,559.041,731.38
4352,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144428,0.0244,0,355.752,802.31
4480,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271193,0.0799,0,1058.412,606.22
4480,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145053,0.0215,0,138.009,629.8
4480,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144131,0.0758,0,558.115,745.31
4608,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270235,0.0751,0,1029.262,739.89
4608,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,-1,0.0247,0,370.883,831.7
4608,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271193,0.0778,0,1118.173,636.98
4480,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270233,0.0761,0,987.271,712.77
4608,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144238,0.076,0,572.17,760.53
4608,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143979,0.0819,0,597.36,777.81
4736,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,141852,0.0234,0,212.582,1757.58
4736,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144235,0.0771,0,579.647,767.07
4608,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144195,0.0224,0,136.568,622.38
4736,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271069,0.078,0,1018.497,729.17
4608,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145158,0.0248,0,195.22,1615.18
4736,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144429,0.0247,0,381.897,854.15
4736,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143979,0.0865,0,581.432,753.66
4864,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144249,0.0225,0,226.846,1874.26
4736,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144353,0.0235,0,133.483,607.54
4864,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271266,0.0867,0,1059.288,597.39
4864,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144151,0.0906,0,569.713,735.31
4864,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144429,0.0261,0,370.712,827.08
4736,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270089,0.0822,0,1086.848,615.95
4864,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144039,0.0228,0,141.434,642.94
4864,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270239,0.0774,0,1053.872,751.57
4992,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143924,0.0261,0,380.293,846.45
4992,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145075,0.0867,0,543.193,712.95
4992,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270091,0.0856,0,1101.212,618.13
4864,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144772,0.0798,0,575.244,758.05
4992,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144401,0.0234,0,224.092,1850.32
4992,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269603,0.0852,0,982.974,698.41
5120,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269607,0.085,0,1010.436,715.4
5120,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144841,0.0857,0,563.958,737.38
5120,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143933,0.0918,0,591.864,757.81
5120,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143855,0.0237,0,226.325,1867.63
5120,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144871,0.0222,0,152.877,693.39
5120,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271266,0.0842,0,1147.555,641.27
4992,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143983,0.0937,0,565.777,727.24
5248,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144281,0.0231,0,237.868,1961.74
5248,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143924,0.0265,0,393.759,872.57
4992,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,140738,0.0227,0,146.054,663.17
5248,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143984,0.096,0,580.444,740.43
5120,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144285,0.0271,0,375.952,834.91
5248,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271266,0.0877,0,1128.879,628.14
5248,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144755,0.0217,0,160.341,726.48
5248,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145010,0.0885,0,559.687,729.13
5376,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269996,0.0923,0,1099.466,609.28
5376,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271170,0.0896,0,1006.261,707.76
5376,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143924,0.0271,0,394.925,873.37
5248,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269545,0.0878,0,1002.807,707.61
5376,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144064,0.0889,0,570.574,740.72
5504,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144282,0.0234,0,246.399,2029.92
5376,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143983,0.0934,0,611.351,777.08
5504,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144786,0.0929,0,558.952,723.22
5376,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144871,0.0221,0,161.116,729.26
5504,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,269615,0.0911,0,1013.55,710.7
5376,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143868,0.0239,0,235.81,1943.7
5504,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143924,0.0267,0,410.457,905.94
5504,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143983,0.0988,0,591.54,749.34
5632,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144280,0.0243,0,243.469,2004.77
5632,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,270099,0.0935,0,1137.137,625.35
5504,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,139876,0.0233,0,157.067,710.25
5632,1152,4608,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,145153,0.101,0,592.278,747.83
5632,1152,288,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144062,0.0229,0,163.322,737.86
5504,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271113,0.0946,0,1098.558,606.4
5632,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144049,0.0288,0,388.679,856.27
5632,4096,2048,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271156,0.0927,0,1018.91,712.35
5760,864,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144049,0.0279,0,411.22,904.3
5760,4096,1152,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,144572,0.0946,0,574.791,739.07
5760,2304,4096,torch.float8_e4m3fnuz,torch.bfloat16,False,rowwise,rowwise,True,304,271184,0.0976,0,1114.459,610.68
5760,128,4096,torch.bfloat16,torch.bfloat16,False,no_scale,no_scale,True,304,143855,0.0241,0,251.076,2066.41
